acct_id;alpha;acct_num;owner_name;last_visit_dt;last_full_insp_dt;last_insp_stat;prem_addr;bin;number;street;communitydistrict;citycouncildistrict;bbl;cent_latitude;cent_longitude;zipcode;borough;census_tract;nta
1156;S;36384022;AGL INDUSTRIES INC;03/07/2017 00:00:00;03/07/2017 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1157;AA;36397099;6 WATER ST-HGI;12/08/2016 00:00:00;12/08/2016 00:00:00;NOT APPROVAL(W/REASON);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1158;N;37046208;AI IV LLC;11/16/2018 00:00:00;11/16/2018 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1159;G;37170313;HILTON GARDEN INN;06/01/2017 00:00:00;06/01/2017 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1160;N;37195914;AI IV LLC;06/14/2017 00:00:00;06/14/2017 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1161;AA;37200037;HILTON GARDEN INN;12/24/2018 00:00:00;12/24/2018 00:00:00;NOT APPROVAL(W/REASON);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1162;AA;37234283;AI IV LLC;07/27/2017 00:00:00;07/27/2017 00:00:00;NOT APPROVAL(W/REASON);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1163;B;37373362;HILTON GARDEN INN;11/27/2018 00:00:00;11/27/2018 00:00:00;NOV AND VIO(NOV HOLD);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1164;G;37375243;HILTON GARDEN INN;07/24/2018 00:00:00;07/24/2018 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1165;P;38072880;HILTON GARDEN INN.;12/12/2018 00:00:00;12/12/2018 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1166;P;38072880;HILTON GARDEN INN.;12/12/2018 00:00:00;12/12/2018 00:00:00;NOV(HOLD);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1167;R;38072955;HILTON GARDEN INN.;12/12/2018 00:00:00;12/12/2018 00:00:00;NOV(HOLD);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1168;E;38227963;HILTON GARDEN INN;09/24/2018 00:00:00;09/24/2018 00:00:00;APPROVAL;6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1169;S;92052562;6 WATER INC.;10/30/2017 00:00:00;10/30/2017 00:00:00;NOT APPROVAL(W/REASON);6 WATER ST;1000017;6;WATER ST;;;;;;;MN;9;Battery Park City-Lower Manhattan
1179;P;24079824;AMBAC;12/14/2017 00:00:00;12/14/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1180;P;24079865;AMBAC;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1181;P;24079881;AMBAC;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1182;P;24079907;AMBAC;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1183;P;24080442;NYS DEPT.OF FINANCE SERV;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1184;P;24080467;NYS DEPT.OF FINANCE SERV;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1214;P;32172975;NYS DEPT. OF FINANCE;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1224;T;33325861;1 STATE STREET LLC;05/28/2014 00:00:00;05/28/2014 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1225;AA;34043372;FIRE PROTECTION SERVICE;02/24/2014 00:00:00;02/24/2014 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1226;N;34118760;1 STATE ST LLC;03/14/2016 00:00:00;03/14/2016 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1227;AA;34228767;ONE STATE ST LLC;09/05/2014 00:00:00;09/05/2014 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1228;AA;34275800;1 STATE STREET;10/23/2014 00:00:00;10/23/2014 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1229;AA;35024066;ONE STATE ST LLC;02/02/2015 00:00:00;02/02/2015 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1230;N;35053891;ONE STATE ST LLC;04/08/2015 00:00:00;04/08/2015 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1231;N;35108612;1 STATE STREET, LLC;11/23/2015 00:00:00;11/23/2015 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1232;B;35121482;AMBAC ASSURANCE CORP;07/05/2018 00:00:00;07/05/2018 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1233;AA;35173533;1 STATE STREET LLC;06/30/2015 00:00:00;06/30/2015 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1234;N;35306471;ONE STATE LLC;03/07/2016 00:00:00;03/07/2016 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1235;AA;35317759;ONE STATE ST LLC;10/29/2015 00:00:00;10/29/2015 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1236;AA;35374115;1 STATE STEET LLC;12/16/2015 00:00:00;12/16/2015 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1237;N;35390418;ONE STATE STREET LLC;07/05/2016 00:00:00;07/05/2016 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1238;T;36054369;ONE STATE STREET LLC;02/17/2016 00:00:00;02/17/2016 00:00:00;NOT APPROVAL(VIO);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1239;AA;36274553;ONE STATE STREET, LLC;08/22/2016 00:00:00;08/22/2016 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1240;P;36274801;T3 TRADING LLC;12/26/2017 00:00:00;12/26/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1241;AA;36289049;ONE STATE STREET LLC;09/02/2016 00:00:00;09/02/2016 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1242;AA;36307346;ONE STATE STREET LLC;09/20/2016 00:00:00;09/20/2016 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1243;S;36312932;RITE-WAY INTERIOR DEMOLI;09/23/2016 00:00:00;09/23/2016 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1244;N;36371904;ONE STATE STREET LLC;04/14/2017 00:00:00;04/14/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1245;AA;36397511;ONE STATE STREET LLC;12/09/2016 00:00:00;12/09/2016 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1246;AA;37001757;ONE STATE STREET LLC;01/04/2017 00:00:00;01/04/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1247;AA;37012093;ONE STATE STREET LLC;01/13/2017 00:00:00;01/13/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1248;AA;37064623;ONE STATE STREET,LLC;02/27/2017 00:00:00;02/27/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1249;T;37070349;ONE STATE STREET LLC;02/25/2017 00:00:00;02/25/2017 00:00:00;NOT APPROVAL(VIO);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1250;T;37070364;ONE STATE STREET LLC;02/25/2017 00:00:00;02/25/2017 00:00:00;NOT APPROVAL(VIO);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1251;AA;37076890;ONE STATE STREET LLC;03/16/2017 00:00:00;03/16/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1252;AA;37076924;ONE STATE STREET LLC;03/16/2017 00:00:00;03/16/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1253;N;37096039;1 STATE ST, LLC;07/11/2017 00:00:00;07/11/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1254;N;37096054;1 STATE ST, LLC;07/11/2017 00:00:00;07/11/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1255;AA;37109022;ONE STATE STREET, LLC;04/12/2017 00:00:00;04/12/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1256;AA;37195427;ONE STATE STREET LLC;06/27/2017 00:00:00;06/27/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1257;N;37295599;ONE STATE STREET PLZ LLC;11/20/2017 00:00:00;11/20/2017 00:00:00;APPROVAL;1 STATE STREET PLAZA;1000018;1;STATE STREET PLAZA;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1258;P;37387685;LIRO ENGINEER'S INC.;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1259;P;37388147;SIMCORP NORTH AMERICA;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1260;P;37388204;CONTINENTAL STOCK;12/15/2017 00:00:00;12/15/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1261;AA;37389954;16 NORTH HENRY ST, LLC;12/26/2017 00:00:00;12/26/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1262;P;37390838;NY STATE DEPT. OF;12/26/2017 00:00:00;12/26/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1263;AA;38079893;ONE STATE STREET LLC;03/12/2018 00:00:00;03/12/2018 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1264;AA;38112769;ONE STATE STREET LLC;04/06/2018 00:00:00;04/06/2018 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1265;N;38113650;ONE STATE STREET, LLC;10/10/2018 00:00:00;10/10/2018 00:00:00;NOT APPROVAL(VIO);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1266;AA;38155610;ONE STATE STREET LLC;05/09/2018 00:00:00;05/09/2018 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1267;AA;38180329;ONE STATE STREET LLC;05/29/2018 00:00:00;05/29/2018 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1268;N;38238309;ONE STATE STREET LLC;10/31/2018 00:00:00;10/31/2018 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1269;AA;38248159;RESTAURANT;07/23/2018 00:00:00;07/23/2018 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1270;AA;38296976;ONE STATE ST, LLC;09/04/2018 00:00:00;09/04/2018 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1271;G;38333274;DOS TOROS TAQUERIA;09/19/2018 00:00:00;09/19/2018 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1272;A;38333308;DOS TOROS TAQUERIA;09/19/2018 00:00:00;10/09/2018 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1273;AA;38352704;25 BROADWAY OFFICE PROPE;10/25/2018 00:00:00;10/25/2018 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1274;T;38391439;ONE STATE STREET LLC;10/10/2018 00:00:00;10/10/2018 00:00:00;NOT APPROVAL(VIO);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1275;R;88082177;1 STATE STREET LLC;11/26/2018 00:00:00;11/26/2018 00:00:00;APPROVAL;1 STATE STREET PLAZA;1000018;1;STATE STREET PLAZA;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1276;S;88082193;1 STATE STREET LLC;11/26/2018 00:00:00;11/26/2018 00:00:00;APPROVAL;1 STATE STREET PLAZA;1000018;1;STATE STREET PLAZA;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1278;B;89061964;ONE STATE STREET LLC;10/23/2018 00:00:00;10/23/2018 00:00:00;NOT APPROVAL(VIO);1 STATE STREET PLAZA;1000018;1;STATE STREET PLAZA;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1279;P;91005181;ONE STATE ST. LLC.;12/14/2017 00:00:00;12/14/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1280;P;94053816;ONE STATE ST.LLC;12/14/2017 00:00:00;12/14/2017 00:00:00;NOT APPROVAL(W/REASON);1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1281;P;94054038;INTEGRO GROUP;12/27/2017 00:00:00;12/27/2017 00:00:00;APPROVAL;1 STATE ST;1000018;1;STATE ST;101;1;1000090001;40.702765;-74.013349;10004;MN;9;Battery Park City-Lower Manhattan
1283;G;1614031;RFR/SF 17 STATE ST LP;11/24/2014 00:00:00;08/27/2014 00:00:00;NOT APPROVAL(W/REASON);15 STATE ST;1000020;15;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1287;N;26031898;AXA REINSURANCE;02/02/2018 00:00:00;02/02/2018 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1293;AA;26138081;RFR REALTY;02/21/2017 00:00:00;02/21/2017 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1307;N;29184835;RFR REALTY;12/19/2018 00:00:00;12/19/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1308;N;30001242;17 STATE ST,LLC C/O RFR;08/11/2017 00:00:00;08/11/2017 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1326;E;31158496;FRFSF 17 STATE ST LP;07/31/2017 00:00:00;07/31/2017 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1347;N;33034893;17 STATE STREET, LLC;08/24/2016 00:00:00;08/24/2016 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1352;N;33102500;17  STATE ST LLC/CO RFR;10/13/2015 00:00:00;10/13/2015 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1354;T;33138694;17 STATE STREET LLC;04/01/2014 00:00:00;04/01/2014 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1362;AA;34019323;17 STATE ST LLC;01/27/2014 00:00:00;01/27/2014 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1363;N;34067314;17 STATE ST LLC;10/30/2014 00:00:00;10/30/2014 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1364;N;34068486;17 STATE ST LLC;06/03/2015 00:00:00;06/03/2015 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1365;AA;34082487;17 STATE STREET LLC;04/04/2014 00:00:00;04/04/2014 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1366;AA;34082495;17 STATE STREET LLC;04/04/2014 00:00:00;04/04/2014 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1367;N;34088815;17 STATE ST LLC;10/30/2014 00:00:00;10/30/2014 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1368;N;34089052;17 STATE ST LLC;10/30/2014 00:00:00;10/30/2014 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1369;N;34089078;REALTY LLC;10/30/2014 00:00:00;10/30/2014 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1370;N;34095042;17 STATE ST LLC;10/21/2014 00:00:00;10/21/2014 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1371;AA;34141440;17 STATE STREET LLC;06/06/2014 00:00:00;06/06/2014 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1372;N;34198564;17 STATE ST LLC;02/26/2015 00:00:00;02/26/2015 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1373;AA;34204859;17 STATE STREET LLC;08/11/2014 00:00:00;08/11/2014 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1374;AA;34253021;17 STATE STREET LLC;10/01/2014 00:00:00;10/01/2014 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1375;AA;34255000;17 STATE ST LLC;10/01/2014 00:00:00;10/01/2014 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1376;N;35015429;17 STATE STREET LLC;02/26/2015 00:00:00;02/26/2015 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1377;N;35015437;17 STATE ST LLC;06/28/2016 00:00:00;06/28/2016 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1378;AA;35067859;17 STATE STREET, LLC;03/17/2015 00:00:00;03/17/2015 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1379;AA;35090794;17 STATE ST LLC;04/07/2015 00:00:00;04/07/2015 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1380;AA;35134352;17 STATE STREET LLC;05/20/2015 00:00:00;05/20/2015 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1381;AA;35186741;17 STATE ST LLC;07/16/2015 00:00:00;07/16/2015 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1382;AA;35186766;17 STATE ST LLC;07/16/2015 00:00:00;07/16/2015 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1383;A;35212885;PENAQUA MECHANICAL;08/10/2015 00:00:00;08/10/2015 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1384;N;35317346;SVP OF CONSTRUCTION;04/19/2016 00:00:00;04/19/2016 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1385;AA;35341395;17 STATE STREET LLC;11/18/2015 00:00:00;11/18/2015 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1386;AA;35347343;SPADAFORA;11/20/2015 00:00:00;11/20/2015 00:00:00;NOT APPROVAL(W/REASON);17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1387;N;35350214;17 STATE STREET LLC;02/02/2018 00:00:00;02/02/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
1388;N;35350255;17 STATE STREET LLC;02/02/2018 00:00:00;02/02/2018 00:00:00;APPROVAL;17 STATE ST;1000020;17;STATE ST;101;1;1000090014;40.702893;-74.013979;10004;MN;9;Battery Park City-Lower Manhattan
