Region,Poblacion,Superficie,Fecha,Nuevos.Sintomaticos,Nuevos.Asintomaticos,Nuevos.No.Notificados,Nuevos.Confirmados,Tasa.Incidencia,Casos.Confirmados,Nuevos.Fallecidos,Casos.Fallecidos,Letalidad,Activos.Confirmados,Activos.Probables,Probables.Acumulados,Recuperados.Confirmados,Fecha.Primer.Contagiado,Periodo.Infeccioso,Pacientes.UCI,Examenes.PCR,Examenes.PCR.Acumulados,Tasa.Positividad,I.Movilidad,Residencias.Sanitarias,Cupos.Residencias.Sanitarias,Usuarios.Residencias.Sanitarias,Vacunados.Primera.Dosis,Vacunados.Segunda.Dosis,Vacunados.Tercera.Dosis,Vacunados.Cuarta.Dosis,Vacunados.Unica.Dosis
Maule,1131939,30296,2022-04-07,236,51,27,314,"27,74001072",236150,11,2844,"1,204319289",1199,0,10642,232129,2020-03-03,766,23,2656,1772993,"11,82228916",0,4,291,72,1066085,1039415,852886,164381,31169
Nuble,511551,13178,2022-04-07,92,22,18,132,"25,80387879",98735,2,1077,"1,090798602",534,2,10180,97108,2020-03-12,757,12,1138,786318,"11,59929701",0,3,88,20,495165,485313,403567,83180,11284
Biobio,1663696,23890,2022-04-07,286,131,113,530,"31,85678153",348648,10,4202,"1,205227048",2098,4,35962,342243,2020-03-09,760,38,5453,3454101,"9,719420502",0,3,421,172,1507787,1471143,1215501,249411,43896
Araucania,1014343,31842,2022-04-07,135,19,50,204,"20,11154018",213615,6,2527,"1,182969361",721,1,11319,210409,2020-03-16,753,15,2233,1464482,"9,135691894",0,2,174,49,939863,914739,715690,133113,28859
Los Rios,405835,18429,2022-04-07,39,5,36,80,"19,71244471",105123,7,1199,"1,140568667",339,0,6036,103556,2020-03-16,753,2,887,778406,"9,019165727",0,1,120,22,377204,367130,297794,57614,13136
Los Lagos,891440,48583,2022-04-07,58,60,15,133,"14,91968052",192227,7,2283,"1,187658341",508,0,16328,189326,2020-03-07,762,22,3038,2326660,"4,377880184",0,2,110,16,819644,795286,636205,105127,38118
Aysen,107297,108494,2022-04-07,12,8,1,21,"19,57184264",24674,0,178,"0,7214071492",108,0,1794,24366,2020-03-14,755,3,163,258208,"12,88343558",0,1,25,2,93414,90955,78411,13283,10702
Magallanes,178362,132033,2022-04-07,29,2,8,39,"21,86564403",50773,2,699,"1,376715971",183,0,3295,49829,2020-03-17,752,3,541,454468,"7,208872458",0,2,41,5,156051,153011,138376,30718,14991
Total,19458310,755839,2022-04-07,2497,800,1135,4432,"22,77690097",3500670,90,56912,"1,625745929",16027,18,353892,3429709,2020-03-03,766,479,52253,32429350,"8,481809657",0,32,2523,567,17315070,16837856,13728214,2684776,574531
Arica y Parinacota,252110,16873,2022-04-06,12,3,0,15,"5,949783825",54940,0,807,"1,468875137",104,0,3439,53994,2020-03-19,749,1,684,623411,"2,192982456",0,0,0,0,223319,213149,163791,26392,10223
Tarapaca,382773,42225,2022-04-06,24,6,2,32,"8,360046294",79112,0,1084,"1,370209323",132,1,10394,77879,2020-03-23,745,3,947,891860,"3,379091869",0,4,263,44,341626,321301,245418,31034,18956
Antofagasta,691854,126049,2022-04-06,31,69,27,127,"18,35647405",121501,0,1742,"1,433733056",476,0,6821,119268,2020-03-14,754,20,1813,1614564,"7,004964148",0,2,87,55,628900,607540,481979,64594,21121
Atacama,314709,75176,2022-04-06,27,19,15,61,"19,38298555",65019,0,575,"0,8843568803",299,1,1744,64173,2020-03-14,754,6,937,716116,"6,510138741",0,1,30,4,300391,289471,225311,35530,7369
Coquimbo,836096,40579,2022-04-06,98,37,22,157,"18,77774801",124343,0,1645,"1,322953443",678,0,9381,122048,2020-03-19,749,14,993,1085197,"15,81067472",0,1,95,25,773196,750471,597541,103521,24165
Valparaiso,1960170,16396,2022-04-06,266,37,123,426,"21,73280889",300053,0,5502,"1,833676051",1499,1,50199,293476,2020-03-16,752,56,3586,2618000,"11,87953151",0,1,277,20,1822590,1773107,1444210,319359,51447
Metropolitana,8125072,15403,2022-04-06,808,133,367,1308,"16,09831888",1334802,13,28024,"2,099487415",6267,7,161561,1302221,2020-03-04,764,255,15783,12379337,"8,287397833",0,3,526,68,6814819,6633426,5463937,1096023,225747
OHiggins,991063,16387,2022-04-06,122,31,15,168,"16,95149552",147602,0,2477,"1,678161543",685,0,14803,144627,2020-03-19,749,18,468,1169085,"35,8974359",0,1,24,7,953696,930125,756451,144870,23348
Maule,1131939,30296,2022-04-06,263,21,65,349,"30,83205014",235836,0,2833,"1,201258502",1221,5,10647,231807,2020-03-03,765,26,1826,1770337,"19,1128149",0,4,291,81,1065971,1039191,851628,161817,31169
Nuble,511551,13178,2022-04-06,85,23,18,126,"24,63097521",98603,0,1075,"1,09023052",583,2,10180,96931,2020-03-12,756,12,910,785180,"13,84615385",0,3,88,19,495117,485198,402887,81852,11284
Biobio,1663696,23890,2022-04-06,290,31,158,479,"28,79131764",348113,0,4192,"1,20420668",2128,2,35960,341701,2020-03-09,759,39,3923,3448648,"12,21004333",0,3,421,182,1507674,1470854,1214074,246314,43896
Araucania,1014343,31842,2022-04-06,106,13,67,186,"18,33699252",213408,0,2521,"1,181305293",844,1,11320,210098,2020-03-16,752,17,1611,1462249,"11,54562384",0,2,174,49,939781,914548,714618,131245,28859
Los Rios,405835,18429,2022-04-06,40,6,21,67,"16,50917245",105042,0,1192,"1,134784182",356,0,6036,103472,2020-03-16,752,2,449,777519,"14,922049",0,1,120,19,377149,367035,297328,56854,13135
Los Lagos,891440,48583,2022-04-06,62,30,29,121,"13,57354393",192090,0,2276,"1,184861263",550,0,16329,189161,2020-03-07,761,25,1692,2323622,"7,151300236",0,2,110,15,819539,795125,635461,103645,38117
Aysen,107297,108494,2022-04-06,13,13,11,37,"34,48372275",24652,0,178,"0,7220509492",118,0,1794,24334,2020-03-14,754,3,260,258045,"14,23076923",0,1,25,1,93408,90948,78365,13015,10702
Magallanes,178362,132033,2022-04-06,22,2,6,30,"16,81972617",50730,0,697,"1,373940469",193,0,3295,49779,2020-03-17,751,2,399,453927,"7,518796992",0,2,41,4,156041,152986,138193,30230,14991
Total,19458310,755839,2022-04-06,2269,474,946,3689,"18,95848098",3495889,13,56822,"1,625394857",16133,20,353903,3425011,2020-03-03,765,499,36281,32377097,"10,16785645",0,31,2572,593,17313217,16834475,13711192,2646295,574529
Arica y Parinacota,252110,16873,2022-04-05,8,3,1,12,"4,75982706",54924,0,807,"1,469303037",114,0,3442,53968,2020-03-19,748,1,353,622727,"3,399433428",0,0,0,0,223274,213085,163484,26062,10223
Tarapaca,382773,42225,2022-04-05,19,8,1,28,"7,315040507",79078,0,1084,"1,370798452",132,1,10394,77845,2020-03-23,744,3,604,890913,"4,635761589",0,4,263,41,341491,321149,245117,30516,18956
Antofagasta,691854,126049,2022-04-05,21,9,23,53,"7,660575786",121379,0,1742,"1,435174124",495,0,6821,119127,2020-03-14,753,19,1742,1612751,"3,042479908",0,2,87,59,628831,607385,481387,63375,21121
Atacama,314709,75176,2022-04-05,6,5,8,19,"6,037323369",64959,0,575,"0,885173725",332,1,1744,64080,2020-03-14,753,6,174,715179,"10,91954023",0,1,30,5,300366,289382,224999,34950,7369
Coquimbo,836096,40579,2022-04-05,63,24,5,92,"11,00352113",124186,0,1645,"1,324625964",746,1,9382,121823,2020-03-19,748,14,908,1084204,"10,13215859",0,1,95,21,773118,750261,596866,102014,24165
Valparaiso,1960170,16396,2022-04-05,112,16,44,172,"8,774749129",299622,1,5502,"1,836313755",1622,2,50200,292923,2020-03-16,751,59,1680,2614414,"10,23809524",0,1,277,17,1822369,1772702,1442088,313709,51447
Metropolitana,8125072,15403,2022-04-05,451,66,175,692,"8,516847605",1333260,10,28011,"2,100940552",6772,9,161560,1300230,2020-03-04,763,265,12549,12363554,"5,514383616",0,3,526,101,6814131,6632181,5456694,1077849,225747
OHiggins,991063,16387,2022-04-05,74,15,8,97,"9,787470625",147434,0,2477,"1,680073796",766,0,14803,144378,2020-03-19,748,22,521,1168617,"18,61804223",0,1,24,5,953597,929922,755313,142178,23348
Maule,1131939,30296,2022-04-05,150,11,8,169,"14,93013316",235492,0,2833,"1,203013266",1254,7,10649,231430,2020-03-03,764,29,706,1768511,"23,93767705",0,4,291,85,1065862,1038943,850430,159084,31169
Nuble,511551,13178,2022-04-05,64,3,6,73,"14,27032691",98472,0,1075,"1,091680884",617,1,10179,96766,2020-03-12,755,12,394,784270,"18,52791878",0,3,88,17,495075,485073,402370,80526,11284
Biobio,1663696,23890,2022-04-05,186,30,47,263,"15,80817649",347645,0,4192,"1,205827784",2330,2,35959,341031,2020-03-09,758,43,2206,3444725,"11,92203083",0,3,421,202,1507513,1470519,1212706,242606,43896
Araucania,1014343,31842,2022-04-05,67,9,34,110,"10,84445794",213209,0,2521,"1,182407872",921,1,11319,209822,2020-03-16,751,16,792,1460638,"13,88888889",0,2,174,50,939676,914347,713505,129018,28859
Los Rios,405835,18429,2022-04-05,36,4,20,60,"14,78433353",104977,0,1192,"1,135486821",429,0,6036,103334,2020-03-16,751,2,381,777070,"15,7480315",0,1,120,22,377090,366929,296859,56016,13135
Los Lagos,891440,48583,2022-04-05,28,14,15,57,"6,394148793",191966,0,2276,"1,185626621",589,0,16329,188998,2020-03-07,760,22,952,2321930,"5,987394958",0,2,110,20,819440,794959,634633,101916,38117
Aysen,107297,108494,2022-04-05,6,4,0,10,"9,319925068",24615,0,178,"0,723136299",103,0,1794,24312,2020-03-14,753,3,72,257785,"13,88888889",0,1,25,1,93404,90936,78297,12729,10702
Magallanes,178362,132033,2022-04-05,18,0,7,25,"14,01643848",50701,0,697,"1,374726337",229,0,3296,49714,2020-03-17,750,4,237,453528,"10,54852321",0,2,41,3,156026,152960,138069,29668,14991
Total,19458310,755839,2022-04-05,1309,221,402,1932,"9,928919829",3491962,11,56809,"1,626850464",17451,25,353907,3419823,2020-03-03,764,520,24271,32340816,"7,960117012",0,31,2572,649,17311263,16830733,13692817,2602216,574529
Arica y Parinacota,252110,16873,2022-04-04,8,2,0,10,"3,96652255",54912,0,807,"1,469624126",152,0,3442,53918,2020-03-19,747,2,335,622374,"2,985074627",0,0,0,0,223221,213022,163275,25721,10223
Tarapaca,382773,42225,2022-04-04,17,5,7,29,"7,576291954",79049,1,1084,"1,371301345",162,1,10394,77786,2020-03-23,743,3,1916,890309,"1,513569937",0,4,263,39,341383,320985,244795,30039,18956
Antofagasta,691854,126049,2022-04-04,30,22,9,61,"8,816889112",121321,0,1742,"1,435860239",572,0,6821,118992,2020-03-14,752,19,2121,1611009,"2,876001886",0,2,87,31,628743,607223,480860,62130,21121
Atacama,314709,75176,2022-04-04,15,10,6,31,"9,850369707",64938,1,575,"0,8854599772",435,0,1743,63956,2020-03-14,752,5,376,715005,"8,244680851",0,1,30,5,300309,289284,224622,34260,7369
Coquimbo,836096,40579,2022-04-04,70,29,19,118,"14,11321188",124090,1,1645,"1,325650737",962,2,9383,121511,2020-03-19,747,13,1556,1083296,"7,583547558",0,1,95,19,773028,750056,596168,100386,24165
Valparaiso,1960170,16396,2022-04-04,135,28,78,241,"12,29485198",299440,5,5501,"1,837095912",2093,3,50200,292270,2020-03-16,750,59,2632,2612734,"9,156534954",0,1,277,19,1822135,1772245,1439841,307534,51447
Metropolitana,8125072,15403,2022-04-04,524,100,453,1077,"13,25526715",1332520,16,28001,"2,101356828",8451,11,161559,1297811,2020-03-04,762,260,15571,12351005,"6,916704129",0,3,526,136,6813376,6630808,5450365,1058596,225747
OHiggins,991063,16387,2022-04-04,88,6,37,131,"13,21813043",147335,5,2477,"1,681202701",985,0,14803,144060,2020-03-19,747,22,967,1168096,"13,54705274",0,1,24,9,953491,929748,754233,139581,23348
Maule,1131939,30296,2022-04-04,179,29,8,216,"19,08230037",235316,6,2833,"1,203913036",1571,1,10642,230937,2020-03-03,763,33,1587,1767805,"13,61058601",0,4,291,99,1065751,1038715,849189,156244,31169
Nuble,511551,13178,2022-04-04,63,14,15,92,"17,98452158",98394,3,1075,"1,092546293",773,1,10178,96532,2020-03-12,754,10,624,783876,"14,74358974",0,3,88,18,495009,484925,401655,79092,11284
Biobio,1663696,23890,2022-04-04,190,23,98,311,"18,69331897",347376,4,4192,"1,206761549",2905,2,35959,340187,2020-03-09,757,41,2368,3442519,"13,13344595",0,3,421,235,1507336,1470116,1211266,238656,43896
Araucania,1014343,31842,2022-04-04,85,16,64,165,"16,26668691",213082,2,2521,"1,183112605",1093,0,11318,209523,2020-03-16,750,17,1895,1459846,"8,707124011",0,2,174,72,939580,914072,712365,126808,28859
Los Rios,405835,18429,2022-04-04,24,7,33,64,"15,76995577",104913,0,1192,"1,136179501",490,0,6036,103209,2020-03-16,750,2,533,776689,"12,00750469",0,1,120,26,377010,366805,296351,55142,13133
Los Lagos,891440,48583,2022-04-04,53,32,26,111,"12,45176344",191905,2,2276,"1,186003491",749,1,16330,188777,2020-03-07,759,24,1808,2320978,"6,139380531",0,2,110,24,819338,794780,633818,100127,38117
Aysen,107297,108494,2022-04-04,2,8,1,11,"10,25191757",24605,1,178,"0,7234301971",146,0,1794,24259,2020-03-14,752,3,269,257713,"4,089219331",0,1,25,1,93388,90915,78244,12480,10702
Magallanes,178362,132033,2022-04-04,22,2,19,43,"24,10827418",50674,1,697,"1,375458815",291,0,3296,49625,2020-03-17,749,5,416,453291,"10,33653846",0,2,41,14,156013,152932,137960,29288,14991
Total,19458310,755839,2022-04-04,1505,333,873,2711,"13,93235075",3489913,48,56798,"1,627490427",21830,22,353898,3413395,2020-03-03,763,518,34974,32316545,"7,751472522",0,31,2572,747,17309111,16826631,13675007,2556084,574527
Arica y Parinacota,252110,16873,2022-04-03,16,4,1,21,"8,329697354",54900,0,807,"1,469945355",174,0,3442,53886,2020-03-19,746,2,496,622039,"4,233870968",0,0,0,0,223160,212930,162996,25398,10223
Tarapaca,382773,42225,2022-04-03,13,6,5,24,"6,27003472",79018,0,1083,"1,370573793",167,1,10394,77752,2020-03-23,742,4,1508,888393,"1,591511936",0,4,263,66,341299,320823,244470,29494,18956
Antofagasta,691854,126049,2022-04-03,31,43,10,84,"12,14128993",121256,0,1742,"1,43662994",588,0,6821,118914,2020-03-14,751,19,1894,1608888,"4,435058078",0,2,87,38,628638,607031,480256,60843,21121
Atacama,314709,75176,2022-04-03,31,13,25,69,"21,92501644",64882,2,574,"0,8846829629",448,0,1743,63888,2020-03-14,751,5,810,714629,"8,518518519",0,1,30,5,300231,289134,224178,33621,7369
Coquimbo,836096,40579,2022-04-03,104,69,23,196,"23,44228414",123954,4,1644,"1,326298466",1017,1,9382,121327,2020-03-19,746,13,1786,1081740,"10,97424412",0,1,95,25,772937,749779,595381,98520,24165
Valparaiso,1960170,16396,2022-04-03,205,32,121,358,"18,26372202",299144,10,5496,"1,837242265",2228,1,50198,291849,2020-03-16,749,60,4154,2610102,"8,618199326",0,1,277,20,1821896,1771756,1437788,301314,51447
Metropolitana,8125072,15403,2022-04-03,943,229,401,1573,"19,35982844",1331119,13,27985,"2,102366505",8732,11,161556,1296168,2020-03-04,761,259,19575,12335434,"8,035759898",0,3,526,159,6812524,6629207,5443571,1038449,225747
OHiggins,991063,16387,2022-04-03,136,41,20,197,"19,87764653",147193,2,2472,"1,67942769",1061,0,14803,143850,2020-03-19,746,24,1156,1167129,"17,04152249",0,1,24,9,953386,929498,753140,136400,23348
Maule,1131939,30296,2022-04-03,245,46,25,316,"27,91669869",235083,6,2827,"1,202553992",1697,1,10642,230586,2020-03-03,762,33,2695,1766218,"11,72541744",0,4,291,126,1065613,1038448,847890,153481,31169
Nuble,511551,13178,2022-04-03,127,17,31,175,"34,20968779",98283,1,1072,"1,090727796",836,1,10178,96361,2020-03-12,753,10,1174,783252,"14,90630324",0,3,88,24,494946,484742,401185,77457,11284
Biobio,1663696,23890,2022-04-03,336,75,147,558,"33,53978131",347020,12,4188,"1,206846868",2957,1,35958,339790,2020-03-09,756,40,4446,3440151,"12,55060729",0,3,421,243,1507128,1469638,1209834,234511,43896
Araucania,1014343,31842,2022-04-03,137,29,57,223,"21,98467382",212910,3,2519,"1,183129022",1160,1,11318,209292,2020-03-16,749,18,2639,1457951,"8,450170519",0,2,174,77,939459,913764,711315,124578,28859
Los Rios,405835,18429,2022-04-03,54,17,40,111,"27,35101704",104835,2,1192,"1,137024849",513,0,6036,103110,2020-03-16,749,3,982,776156,"11,30346232",0,1,120,28,376952,366633,295901,54245,13133
Los Lagos,891440,48583,2022-04-03,77,49,42,168,"18,84591223",191791,4,2274,"1,185665646",778,0,16329,188639,2020-03-07,758,25,2285,2319170,"7,352297593",0,2,110,29,819213,794581,632883,98441,38115
Aysen,107297,108494,2022-04-03,10,8,1,19,"17,70785763",24592,1,177,"0,7197462589",147,0,1794,24248,2020-03-14,751,3,176,257444,"10,79545455",0,1,25,1,93380,90886,78158,12227,10702
Magallanes,178362,132033,2022-04-03,34,11,11,56,"31,39682219",50630,1,696,"1,374679044",299,0,3296,49575,2020-03-17,748,6,576,452875,"9,722222222",0,2,41,16,156001,152906,137877,28805,14991
Total,19458310,755839,2022-04-03,2499,689,960,4148,"21,31737032",3486653,61,56750,"1,627635443",22802,18,353890,3409277,2020-03-03,762,524,46352,32281571,"8,948912668",0,31,2572,866,17306763,16821756,13656823,2507784,574525
Arica y Parinacota,252110,16873,2022-04-02,18,15,0,33,"13,08952441",54879,0,807,"1,470507845",177,0,3442,53862,2020-03-19,745,2,541,621543,"6,099815157",0,0,0,0,223160,212930,162996,25398,10223
Tarapaca,382773,42225,2022-04-02,17,5,3,25,"6,531286167",78991,0,1083,"1,371042271",168,0,10393,77725,2020-03-23,741,8,942,886885,"2,653927813",0,4,263,66,341299,320823,244469,29494,18956
Antofagasta,691854,126049,2022-04-02,41,89,19,149,"21,5363357",121157,2,1742,"1,437803841",580,0,6822,118824,2020-03-14,750,19,1401,1606994,"10,63526053",0,2,87,47,628638,607031,480249,60840,21121
Atacama,314709,75176,2022-04-02,30,54,16,100,"31,77538615",64813,0,572,"0,8825389968",465,1,1743,63804,2020-03-14,750,5,1014,713819,"9,861932939",0,1,30,3,300231,289134,224178,33621,7369
Coquimbo,836096,40579,2022-04-02,174,53,41,268,"32,05373546",123757,1,1640,"1,325177566",1020,1,9382,121132,2020-03-19,745,12,2052,1079954,"13,06042885",0,1,95,25,772936,749776,595366,98508,24165
Valparaiso,1960170,16396,2022-04-02,304,80,120,504,"25,71205559",298776,7,5486,"1,836158192",2349,2,50198,291381,2020-03-16,748,57,3829,2605948,"13,16270567",0,1,277,16,1821896,1771756,1437787,301314,51447
Metropolitana,8125072,15403,2022-04-02,929,252,566,1747,"21,50134793",1329262,22,27972,"2,104325558",8651,11,161553,1294435,2020-03-04,760,267,22915,12315859,"7,623827187",0,3,526,133,6812517,6629193,5443473,1038356,225747
OHiggins,991063,16387,2022-04-02,182,50,25,257,"25,93175207",146999,2,2470,"1,680283539",1079,0,14803,143642,2020-03-19,745,24,1424,1165973,"18,04775281",0,1,24,6,953386,929498,753140,136398,23348
Maule,1131939,30296,2022-04-02,282,77,39,398,"35,16090531",234765,6,2821,"1,201627159",1741,2,10642,230232,2020-03-03,761,35,3600,1763523,"11,05555556",0,4,291,120,1065613,1038448,847882,153476,31169
Nuble,511551,13178,2022-04-02,90,28,22,140,"27,36775023",98108,3,1071,"1,091654095",869,1,10178,96157,2020-03-12,752,12,899,782078,"15,57285873",0,3,88,24,494943,484737,401129,77421,11284
Biobio,1663696,23890,2022-04-02,286,93,159,538,"32,33763861",346471,3,4176,"1,205295681",2937,2,35958,339278,2020-03-09,755,45,4700,3435705,"11,44680851",0,3,421,240,1507128,1469638,1209832,234511,43896
Araucania,1014343,31842,2022-04-02,167,32,85,284,"27,99841868",212676,3,2516,"1,183020181",1274,1,11319,208953,2020-03-16,748,22,2687,1455312,"10,56940826",0,2,174,68,939459,913764,711314,124577,28859
Los Rios,405835,18429,2022-04-02,61,31,24,116,"28,58304483",104715,1,1190,"1,136417896",483,1,6036,103022,2020-03-16,748,4,917,775174,"12,64994547",0,1,120,20,376952,366632,295901,54244,13133
Los Lagos,891440,48583,2022-04-02,96,53,34,183,"20,52858297",191620,2,2270,"1,184636259",784,2,16329,188468,2020-03-07,757,25,2804,2316885,"6,52639087",0,2,110,28,819213,794581,632883,98441,38115
Aysen,107297,108494,2022-04-02,11,21,0,32,"29,82376022",24569,0,176,"0,7163498718",154,0,1794,24219,2020-03-14,750,3,317,257268,"10,09463722",0,1,25,3,93380,90886,78157,12227,10702
Magallanes,178362,132033,2022-04-02,33,3,13,49,"27,47221942",50574,0,695,"1,37422391",300,0,3296,49519,2020-03-17,747,6,529,452299,"9,262759924",0,2,41,12,156001,152906,137877,28805,14991
Total,19458310,755839,2022-04-02,2721,936,1166,4823,"24,78632523",3482175,52,56689,"1,627976767",23031,24,353888,3404695,2020-03-03,761,546,50571,32235219,"9,537086472",0,31,2572,811,17306752,16821733,13656633,2507631,574525
Arica y Parinacota,252110,16873,2022-04-01,29,16,3,48,"19,03930824",54844,0,807,"1,471446284",236,0,3442,53769,2020-03-19,744,2,680,621002,"7,058823529",0,0,0,0,223158,212923,162960,25355,10223
Tarapaca,382773,42225,2022-04-01,25,20,8,53,"13,84632667",78965,0,1083,"1,3714937",188,0,10393,77681,2020-03-23,740,8,1453,885943,"3,647625602",0,4,263,67,341282,320767,244353,29427,18956
Antofagasta,691854,126049,2022-04-01,53,64,19,136,"19,65732655",121009,0,1740,"1,437909577",560,0,6822,118700,2020-03-14,749,18,1714,1605593,"7,934655776",0,2,87,44,628638,607031,480237,60766,21121
Atacama,314709,75176,2022-04-01,36,31,19,86,"27,32683209",64702,1,572,"0,8840530432",470,1,1744,63689,2020-03-14,749,4,680,712805,"12,64705882",0,1,30,8,300231,289130,224163,33610,7369
Coquimbo,836096,40579,2022-04-01,151,49,36,236,"28,22642376",123495,3,1639,"1,327179238",1067,1,9384,120826,2020-03-19,744,13,2146,1077902,"10,9972041",0,1,95,24,772925,749748,595269,98425,24165
Valparaiso,1960170,16396,2022-04-01,341,91,178,610,"31,11974982",298225,4,5479,"1,837203454",2422,2,50198,290772,2020-03-16,747,63,4530,2602119,"13,46578366",0,1,277,15,1821891,1771732,1437554,301164,51447
Metropolitana,8125072,15403,2022-04-01,1095,230,610,1935,"23,81517358",1327214,24,27950,"2,105915097",8763,30,161575,1292316,2020-03-04,759,279,22180,12292944,"8,724075744",0,3,526,115,6812383,6628929,5440874,1036912,225747
OHiggins,991063,16387,2022-04-01,167,51,41,259,"26,13355559",146722,1,2468,"1,682092665",1077,0,14804,143370,2020-03-19,744,24,1679,1164549,"15,42584872",0,1,25,15,953355,929448,752815,136211,23348
